#id1,id2,weight
Snaresbrook,PPL,1
Snaresbrook,MTRO,1
Silvertown,PPLX,1
Silvertown,MTRO,1
Silvertown,RSTNQ,1
Sidcup,PPL,1
Sidcup,STNR,1
Sidcup,RSTN,1
Shoreditch,PPL,1
Shoreditch,HTL,1
Shoreditch,RSTN,1
Shooters,PPLX,1
Shepherds,PPL,1
Shepherds,HTL,1
Bush,PPL,1
Bush,HTL,1
Bush,STNR,1
Bush,RSTN,1
Bush,MTRO,1
Bush,ST,1
Bush,OPRA,1
Seven,PPLX,1
Seven,RSTN,1
Seven,MTRO,1
Seven,PPL,1
Kings,PPLX,1
Kings,HSP,1
Kings,HTL,1
Kings,RSTN,1
Kings,PPL,1
Saint,PPLX,1
Saint,HTL,1
Pancras,PPLX,1
Pancras,RSTN,1
Pancras,MTRO,1
Pancras,HTL,1
St,PPLX,1
St,CH,1
St,CSTL,1
St,HSP,1
St,HTL,1
St,RSTN,1
St,MTRO,1
St,TOWR,1
St,RUIN,1
St,SCH,1
St,CTRR,1
St,RJCT,1
St,PRK,1
St,RD,1
St,PPL,1
John's,PPLX,1
John's,CH,1
John's,MTRO,1
Rotherhithe,TNL,1
Rotherhithe,PPLX,1
Rotherhithe,RSTN,1
Tunnel,TNL,1
Tunnel,TNLRD,1
Tunnel,TNLRR,1
Roehampton,PPLX,1
Roehampton,HSP,1
Roding,STM,1
Roding,MTRO,1
Richmond,PRK,1
Richmond,PPL,1
Richmond,ADM3,1
Richmond,HSP,1
Richmond,HTL,1
Richmond,LOCK,1
Richmond,BDG,1
Richmond,RSTN,1
Richmond,MTRO,1
Raynes,PPLX,1
Raynes,RSTN,1
Putney,PRK,1
Putney,PPLX,1
Putney,HTL,1
Putney,BDG,1
Putney,RSTN,1
Putney,MTRO,1
Putney,ATHF,1
Putney,HTH,1
Puddle,PPL,1
Dock,PPL,1
Dock,RSTN,1
Dock,MTRO,1
Dock,DCKY,1
Dock,DCKD,1
Preston,PPL,1
Preston,MTRO,1
Poplar,PPLA3,1
Poplar,MTRO,1
Ponders,PPL,1
Ponders,RSTN,1
End,PPL,1
End,PPLX,1
End,ZN,1
End,RSTN,1
End,MTRO,1
End,HTL,1
Plumstead,PPL,1
Plumstead,RSTN,1
Perivale,PPL,1
Perivale,MTRO,1
Parsons,MTRO,1
Paragon,ST,1
Palmers,PPL,1
Palmers,RSTN,1
Palmers,HTL,1
Paddington,PPL,1
Paddington,HTL,1
Paddington,RSTN,1
Paddington,MTRO,1
Oxford,MTRO,1
Oxford,HTL,1
Oxford,ST,1
Oxford,PPLX,1
Circus,MTRO,1
Circus,HTL,1
Circus,RDJCT,1
Circus,PPLX,1
Circus,SQR,1
Circus,ST,1
Notting,PPLX,1
Notting,MTRO,1
Notting,PPL,1
Notting,HTL,1
North,PPL,1
North,RSTN,1
North,PPLX,1
North,MTRO,1
North,HSP,1
North,HTL,1
North,MUS,1
North,RJCT,1
Greenwich,MTRO,1
Greenwich,PPLX,1
Greenwich,ADM3,1
Greenwich,OBS,1
Greenwich,HTL,1
Greenwich,RSTN,1
Greenwich,UNIV,1
Greenwich,PRK,1
Acton,PPL,1
Acton,RSTN,1
Acton,MTRO,1
Acton,HTL,1
Norbury,PPLX,1
Norbury,RSTN,1
New,PPL,1
New,PPLX,1
New,HSP,1
New,HTL,1
New,PP,1
New,RSTN,1
New,ST,1
New,CH,1
New,BLDG,1
New,LIBR,1
Malden,PPLX,1
Malden,PPL,1
Malden,RSTN,1
Malden,CH,1
Malden,LIBR,1
Newham,ADM3,1
Newham,HSP,1
Cross,PPLX,1
Cross,RSTN,1
Cross,MTRO,1
Cross,HSP,1
Cross,HTL,1
Cross,MALL,1
Cross,PPL,1
Cross,RSTNQ,1
Cross,MFGB,1
Barnet,PPL,1
Barnet,MTRO,1
Barnet,ADM3,1
Barnet,STDM,1
Barnet,HSP,1
Barnet,PPLX,1
Barnet,RSTN,1
Neasden,PPLX,1
Neasden,MTRO,1
